prot1	prot2	r
ATP5F1B	ATPAF1	0.881299276016213
ATP5F1B	ATPAF2	0.858063348387324
ATP5F1B	ATP5F1C	0.976690199035468
ATP5F1B	ATP5MF	0.94239783986598
ATP5F1B	ATP5PO	0.976160719075624
ATP5F1B	BCS1L	0.829059915754397
ATP5F1B	COA3	0.717601946664002
ATP5F1B	COA5	0.687320050524074
ATP5F1B	COA6	0.764050816702131
ATP5F1B	COA7	0.650789961201289
ATP5F1B	MT-CO1	0.498260180841198
ATP5F1B	COX11	0.706045669928682
ATP5F1B	COX19	0.814717613323989
ATP5F1B	MT-CO2	0.947473289190069
ATP5F1B	COX20	0.640319209368261
ATP5F1B	COX4I1	0.879935936656668
ATP5F1B	COX6C	0.82718958509866
ATP5F1B	COX7C	0.795368985280193
ATP5F1B	COX7A2L	0.904836966444264
ATP5F1B	COX7A1	0.690616233489791
ATP5F1B	CYC1	0.932493872173005
ATP5F1B	ECSIT	0.628476073809938
ATP5F1B	FOXRED1	0.647575328043245
ATP5F1B	NDUFA2	0.848296731956129
ATP5F1B	NDUFA3	0.894141510712127
ATP5F1B	NDUFA5	0.911153706600183
ATP5F1B	NDUFA6	0.846821192325741
ATP5F1B	NDUFA7	0.855873296448286
ATP5F1B	NDUFA8	0.632991064139777
ATP5F1B	NDUFA9	0.90054083321701
ATP5F1B	NDUFA10	0.852669178641655
ATP5F1B	NDUFA11	0.741053707783139
ATP5F1B	NDUFA12	0.755416844539181
ATP5F1B	NDUFA13	0.846268747956506
ATP5F1B	NDUFB1	0.6787075757557
ATP5F1B	NDUFB3	0.801518447751873
ATP5F1B	NDUFB4	0.759456150076689
ATP5F1B	NDUFB5	0.896559804444212
ATP5F1B	NDUFB6	0.868461644651605
ATP5F1B	NDUFB7	0.760348551507401
ATP5F1B	NDUFB8	0.666369443511133
ATP5F1B	NDUFB9	0.796794408507202
ATP5F1B	NDUFB10	0.902622351697223
ATP5F1B	NDUFB11	0.619178435747896
ATP5F1B	NDUFC2	0.838396237807479
ATP5F1B	NDUFAF4	0.806579391683505
ATP5F1B	NDUFAF5	0.706008337751076
ATP5F1B	NDUFAF6	0.786146719906411
ATP5F1B	NDUFAF7	0.79856503284237
ATP5F1B	NDUFS1	0.903398251269866
ATP5F1B	NDUFS2	0.910102089664174
ATP5F1B	NDUFS3	0.928395287923005
ATP5F1B	NDUFS4	0.909182656396027
ATP5F1B	NDUFS5	0.80980179871158
ATP5F1B	NDUFS6	0.875367464297601
ATP5F1B	NDUFS7	0.825614677910212
ATP5F1B	NDUFS8	0.801568660105754
ATP5F1B	NDUFV1	0.880670125823316
ATP5F1B	NDUFV2	0.797688600945396
ATP5F1B	MT-ND1	0.591942647452569
ATP5F1B	MT-ND4	0.528523096261131
ATP5F1B	MT-ND5	0.54112153588192
ATP5F1B	NUBPL	0.697491402335627
ATP5F1B	UQCRC1	0.970713015516674
ATP5F1B	UQCRC2	0.980595050603378
ATP5F1B	UQCRH	0.475040368850567
ATP5F1B	UQCRB	0.911533525416098
ATP5F1B	UQCRQ	0.859030831520121
ATP5F1B	UQCR10	0.674604523983766
ATP5F1B	SCO1	0.681198976360505
ATP5F1B	SCO2	0.633689251082275
ATP5F1B	SDHA	0.904643191126001
ATP5F1B	SDHB	0.950203463505465
ATP5F1B	SDHAF2	0.84985771587943
ATP5F1B	SURF1	0.657493179353089
